,estimator_coef_hat,estimator_coef_err_norm,estimator_intercept_err,X,rmsd_linear,linear_coef_hat,estimator_coef_err_sum,estimator_intercept_err_sum,estimator,lr_coef_err,linear_noise,estimator_intercept_hat,estimator_intercept_err_norm,_step,true_coef,lr_duration_time,lr_intercept_err_norm,synthetic_tan_vec_length,_runtime,_timestamp,rmsd_geodesic,estimator_coef_err,geodesic_tol,true_intercept,lr_intercept_err,linear_intercept_hat,lr_intercept_err_sum,estimator_duration_time,model,noise_factor,lr_coef_err_sum,_wandb,lr_coef_err_norm,line vs geodesic,n_gr_function_evaluations,n_gr_jacobian_evaluations,n_gr_iterations,estimator_y_prediction_fig,n_vertices,estimator_coef_hat_fig,true_intercept_fig,mesh_sequence_vertices,estimator_intercept_hat_fig,n_faces,mesh_diameter,true_coef_fig,n_X,model,full_run,use_cuda,device_id,estimator,tol_factor,project_dir,torch_dtype,dataset_name,linear_noise,noise_factor,space_dimension,project_linear_noise,synthetic_tan_vec_length,n_steps,end_shape,start_shape,n_subdivisions,0
356,"[-1.0952438231115176, -0.26406543818422606, 0.7541126020827129, -0.2968894640071525, 0.03618695241230687, -0.2710508707598364, 0.2072157326197114, 1.0250403011140066, 0.94926422319941, 0.04783775953049143, 0.8939560301089079]",0.6075261007851186,"[-1.1102230246251563e-16, -1.1102230246251563e-16, -2.7755575615628914e-17, 1.1102230246251563e-16, 0, 5.551115123125783e-17, -1.3877787807814457e-17, 2.7755575615628914e-17, 0, 2.7755575615628914e-17, 0]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.19334869036706925,"[-1.0952438231115176, -0.26406543818422606, 0.7541126020827129, -0.2968894640071525, 0.03618695241230687, -0.2710508707598364, 0.2072157326197114, 1.0250403011140066, 0.94926422319941, 0.04783775953049143, 0.8939560301089079]",0.5509786744192235,-4.163336342344337e-17,Lin2015,"[0.3037992977638382, 0.07324660773357311, -0.20917614335110668, 0.08235135298240487, -0.010037555564422295, 0.07518423063202323, -0.05747760701963597, -0.28432620854540125, -0.26330740088634363, -0.013269262464928634, -0.24796598569922432]",True,"[0.4664958672026442, 0.3403886600541486, 0.22091601596329957, 0.4427850731654716, 0.3101903563237435, 0.38046088343716467, 0.08589122700806519, 0.16884670777583832, 0.27956527738274894, 0.13861186163082992, 0.2177834056432187]",2.063081476116683e-16,5,"[-1.3990431208753558, -0.3373120459177992, 0.9632887454338196, -0.37924081698955736, 0.04622450797672917, -0.34623510139185965, 0.2646933396393474, 1.3093665096594078, 1.2125716240857536, 0.06110702199542006, 1.1419220158081322]",0.001959800720214844,0.35411639703132053,5.0,6.236673831939697,1709958306.4640927,0.19388731918705987,"[-0.3037992977638382, -0.07324660773357305, 0.20917614335110668, -0.08235135298240487, 0.010037555564422332, -0.07518423063202317, 0.05747760701963597, 0.28432620854540125, 0.26330740088634363, 0.013269262464928648, 0.24796598569922432]",0.01,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]","[-0.16519383572380164, -0.12053720588869396, -0.07822998361943731, -0.15679745476860657, -0.1098434913752255, -0.134727437254122, -0.03041549184469528, -0.059791387808180135, -0.09899864876184078, -0.04908473302651345, -0.07712067493958719]","[0.3013020314788424, 0.21985145416545449, 0.1426860323438622, 0.2859876183968651, 0.20034686494851792, 0.24573344618304263, 0.05547573516336988, 0.1090553199676582, 0.1805666286209081, 0.08952712860431647, 0.14066273070363153]",-1.0807403450107038,0.003961324691772461,2,0.0,-0.5509786744192235,{'runtime': 4},0.6075261007851186,,,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.0,10.0,False,5.0,,,,,run_tz646yrd
357,"[-0.8589307595596477, 0.3169524994537032, 1.7165241064240375, -0.3078842607057603, 0.8569286761867527, -0.5674473246634767]",0.6614255760192297,"[0, 5.551115123125783e-17, 5.551115123125783e-17, 5.551115123125783e-17, -5.551115123125783e-17, -1.1102230246251563e-16]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.21039399825701532,"[-0.8589307595596478, 0.3169524994537031, 1.7165241064240375, -0.3078842607057604, 0.8569286761867526, -0.5674473246634768]",0.3442025590274878,0,Lin2015,"[0.2557176590987349, -0.09436191486185296, -0.5110371486827874, 0.09166215267617756, -0.2551216063113141, 0.16893829905355395]",True,"[0.5153741646356963, 0.37605375237046984, 0.24406305647349644, 0.4891790115188338, 0.34269134414207764, 0.4203246454331642]",1.5700924586837752e-16,5,"[-1.1146484186583827, 0.411314414315556, 2.227561255106825, -0.399546413381938, 1.1120502824980667, -0.7363856237170308]",0.0019960403442382812,0.37329197433870703,5.0,6.309734344482422,1709958294.2455273,0.21108892541472,"[-0.2557176590987349, 0.09436191486185291, 0.5110371486827874, -0.0916621526761776, 0.2551216063113141, -0.16893829905355406]",0.01,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]","[-0.19238503944002097, -0.14037784767985198, -0.0911067802141309, -0.18260659901492263, -0.12792392844358144, -0.1569038167569628]","[0.32298912519567535, 0.23567590469061792, 0.1529562762593656, 0.3065724125039112, 0.21476741569849617, 0.2634208286762013]",-0.8913040115494706,0.0038611888885498047,2,0.0,-0.34420255902748803,{'runtime': 5},0.6614255760192297,,,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.0,5.0,False,5.0,,,,,run_4e6dwkuj
358,"[0.1131459274723634, 1.3834914943277434, -0.4613419929017792, -0.9525819951955438]",0.21958580679545464,"[-1.1102230246251563e-16, -5.551115123125783e-17, -5.551115123125783e-17, 0]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.07005367399828277,"[0.11314592747236343, 1.3834914943277434, -0.4613419929017792, -0.9525819951955438]",0.010404877944794666,-2.220446049250313e-16,Lin2015,"[-0.014233111994007078, -0.17403533491148515, 0.058034189998693864, 0.11982937896200364]",True,"[0.6134147007763509, 0.44759112081067326, 0.2904916020830781, 0.5822363974899817]",1.3597399555105182e-16,5,"[0.12737903946637052, 1.5575268292392286, -0.519376182900473, -1.0724113741575474]",0.002073526382446289,0.1855329292889656,5.0,6.214052200317383,1709958280.9416842,0.07007913463483716,"[0.014233111994007064, 0.17403533491148515, -0.05803418999869392, -0.11982937896200364]",0.01,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]","[-0.11380862630395068, -0.0830428917677355, -0.05389575786831802, -0.10802402436497088]","[0.4996060744724001, 0.3645482290429377, 0.23659584421476004, 0.4742123731250108]",-0.35877130030497506,0.003997087478637695,2,0.0,-0.010404877944794722,{'runtime': 4},0.2195858067954546,,,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.0,3.0,False,5.0,,,,,run_ajojd0vp
359,"[-0.2938812972825921, -0.3076095292969752, 1.0945390494817526]",0.055124944991916384,"[1.1102230246251563e-16, 0, 5.551115123125783e-17]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",0.017592302678651417,"[-0.2938812972825921, -0.3076095292969752, 1.0945390494817526]",0.02314485992290299,1.6653345369377348e-16,Lin2015,"[0.013795489251598849, 0.014439925215877725, -0.05138027439037951]",True,"[0.7544894904357017, 0.5505293502692152, 0.35729965479164805]",1.2412670766236366e-16,6,"[-0.30767678653419095, -0.32204945451285294, 1.145919323872132]",0.0021038055419921875,0.07524018639736542,5.0,6.422571182250977,1709958268.0003002,0.017592705549605972,"[-0.013795489251598791, -0.014439925215877725, 0.05138027439037951]",0.01,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]","[-0.05676792989523549, -0.04142193093147617, -0.026883292626237953]","[0.6977215605404663, 0.5091074193377391, 0.33041636216541015]",-0.1250731534529496,0.003943204879760742,2,0.0,-0.02314485992290294,{'runtime': 5},0.055124944991916405,"{'sha256': 'cbeea1bf08f1efe4e64a75423f4e1a18912249b5a0dbd3d4810b323f86f38c67', 'path': 'media/images/line vs geodesic_6_cbeea1bf08f1efe4e64a.png', 'size': 109905, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800}",,,,,,,,,,,,,10,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.0,2.0,False,5.0,,,,,run_71ny2dmi
360,"[-0.9666937368238524, 0.5088173389798143, 1.5889985376511973, 0.9258467427167996, -0.4808492063540591, -0.015559071499026904, 0.25641105905672446, 1.4124892498908097, 1.7474449119470654, 0.9701764480798865, 0.3151196030887032]",2.0385068399639894,"[0.4517505860705114, 0.19020759794020944, 0.482872981927591, 0.3038451669662364, 0.20920245130778717, 0.3155577857514991, 0.12284932442387106, 0.5029459881054228, 0.08757962044954334, 0.0053806246098446475, 0.04641151729065496]","[-0.5, -0.25, 0, 0.25, 0.5]",1.7393598718815386,"[-0.9787679473126206, 0.4833959749304394, 1.6153229531736182, 0.8995000010166182, -0.4997416518476515, -0.03170642088860206, 0.25891472128004206, 1.448560536219092, 1.7183880373759466, 0.9512372033662848, 0.28988513719327114]",-0.04530392267853345,2.718603644843171,Lin2015,"[0.42027517356273514, 0.8207080208482386, 0.6520342077397986, 1.2787408180061757, -0.5459661598243807, 0.3145286805032576, -0.005778618359305321, 0.13919402655968405, 0.505816413290193, 0.8901301813708647, -0.8520368786148611]",True,"[0.1566099390979497, 0.32973073305810335, -0.34144386629589407, 0.3417334505583682, 0.2450466422558346, 0.20944105677527017, -0.03247403949768387, -0.4678667777335784, 0.37688554139359753, 0.24565365693412555, 0.3273065490061744]",0.9934726466865784,5,"[-1.3990431208753558, -0.3373120459177992, 0.9632887454338196, -0.37924081698955736, 0.04622450797672917, -0.34623510139185965, 0.2646933396393474, 1.3093665096594078, 1.2125716240857536, 0.06110702199542006, 1.1419220158081322]",0.0021266937255859375,0.8648558079114363,5.0,6.269487619400024,1709958254.732977,0.9504482197150528,"[0.08373890159369979, -0.29110202795132245, -0.7255371586480522, -0.6553089573060081, 0.9869495617811438, 0.15791110562191557, 0.05252514342784881, -0.3507865458284125, 0.008833052614096948, -0.5908009543362134, 1.2782739563527703]",0.01,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]","[-0.3474846571742492, -0.08981929165504998, -0.48038644241709416, -0.18309458549665625, -0.12397422230160927, -0.22130218801834392, -0.1105689374866579, -0.5243885825181176, 0.00683802870247735, 0.048065555703107415, 0.030943773945812183]","[0.11901121002839483, 0.25056936839909844, -0.25947042645379464, 0.2596904876688154, 0.18621613402213413, 0.15915869541882074, -0.02467771047859274, -0.3555418747422793, 0.28640330608522624, 0.1866774173339373, 0.2487271795890309]",-1.9951715487163812,0.0041179656982421875,2,0.6,3.6176458650824,{'runtime': 4},2.258557968914938,,,,,,,,,,,,,,5,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,10.0,False,5.0,,,,,run_gyuod449
361,"[-0.20823252209781745, -1.1361637275427128, 1.293939573191889, 0.17356691185232198, -0.5524012596685758, -0.18249799239637984]",2.732055414542734,"[0.567022151951704, 0.42090066648639257, 0.10703858626213024, 0.469069582968507, 0.2092467808331311, -0.1798262460834656]","[-0.5, -0.25, 0, 0.25, 0.5]",1.2216241205939746,"[-0.22164715380034833, -1.1420670007652365, 1.1999770145153306, 0.12332759805808131, -0.6523511757398306, -0.541892897043805]",1.128699285688655,1.5934515224183992,Lin2015,"[0.8930012648580343, -1.5533814150807923, -1.0275842405914946, 0.5228740114400193, -1.7644014582378973, 0.1944927266732257]",True,"[0.03455332160605901, 0.015205612998515042, 0.24202815111702045, 0.12940609964510655, 0.2574503475825656, 0.9257270716957896]",0.8979291277920407,5,"[-1.1146484186583827, 0.411314414315556, 2.227561255106825, -0.399546413381938, 1.1120502824980667, -0.7363856237170308]",0.002131223678588867,0.7995697222105487,5.0,6.305217981338501,1709958237.508372,0.8999508640276029,"[-1.0418894429916548, 1.451092172567743, 0.8138740762236856, -0.7255005415044582, 1.516607825725546, -0.8854848043322066]",0.01,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]","[-0.48808570656514527, -0.3640451316804624, -0.05292151792770092, -0.38698064794328063, -0.13937013828661207, 0.3107675681824102]","[0.027288458070551025, 0.012008620690007498, 0.1911415385457956, 0.10219836357555324, 0.2033212058554655, 0.7310922136155743]",-1.1206355742207912,0.0041429996490478516,2,0.6,-2.7349991109389045,{'runtime': 5},2.77321322830911,,,,,,,,,,,,,,5,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,5.0,False,5.0,,,,,run_lvb7bapw
362,"[0.2291539429404814, 1.5514455026561855, -1.23825646352043, -0.15788625517844182]",1.0702169881307575,"[0.2880142076715293, 0.17901012367344454, -0.016434277223095095, -0.18340512447164503]","[-0.5, -0.25, 0, 0.25, 0.5]",0.5999037797261906,"[0.2805975216919559, 1.5936825408745272, -1.1908316028443071, -0.04012539236961576]",0.45281969935453625,0.2671849296502337,Lin2015,"[0.15321848222558537, 0.036155711635298626, -0.6714554199438341, 1.0322859817879315]",True,"[0.3588850810542791, 0.2946576278783418, 0.33084935731168214, 0.8215333734524842]",0.38588124254561257,5,"[0.12737903946637052, 1.5575268292392286, -0.519376182900473, -1.0724113741575474]",0.002131223678588867,0.4263865355402861,5.0,6.177137851715088,1709958224.08103,0.4784792548633705,"[0.0917038928566296, 0.1537820636992886, 0.8425214694602388, -0.6351877266616207]",0.01,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]","[-0.35282807404121747, -0.23364007813977375, -0.05026172758935793, 0.014279372709836148]","[0.2605866267351333, 0.21395104267089943, 0.24022987449372013, 0.5965157701998178]",-0.622450507060513,0.004097938537597656,2,0.6,0.5502047557049816,{'runtime': 4},1.2414708486095,,,,,,,,,,,,,,5,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,3.0,False,5.0,,,,,run_k7pdercw
363,"[-0.4326970302438859, -0.902021635140454, 0.275977078235135]",0.7458859387435407,"[0.2958175162661537, 0.6931550392395043, -0.17753154816470407]","[-0.5, -0.25, 0, 0.25, 0.5]",0.6386376914911319,"[-0.047229785080516645, -0.9616707214202844, 0.6853797960994436]",0.3234628955020501,0.8114410073409539,Lin2015,"[0.2604470014536743, -0.6396212669074315, -0.4605395277726886]",True,"[0.6816787585939648, -0.10548630421053236, 0.7240073961678806]",0.7742669836346837,6,"[-0.30767678653419095, -0.32204945451285294, 1.145919323872132]",0.0020673274993896484,0.6994638946308525,5.0,6.477587699890137,1709958211.2065678,0.7106551855926079,"[-0.4816676539202237, 0.3919703708462041, 0.4131601785760697]",0.01,"[0.7544894904357018, 0.5505293502692152, 0.3572996547916481]","[-0.28042271155131504, -0.6238887616093185, 0.146204158203381]","[0.4740667788843867, -0.07335941134010325, 0.5035038129950291]",-0.7581073149572526,0.0040225982666015625,2,0.6,-0.8397137932264458,{'runtime': 5},0.8300871413818967,"{'format': 'png', 'height': 800, 'sha256': '36545d9499f45035c08dc3956b7bf244d6f769ac83c6304de1caf8f0a91ea472', 'path': 'media/images/line vs geodesic_6_36545d9499f45035c08d.png', 'size': 111245, '_type': 'image-file', 'width': 800}",,,,,,,,,,,,,5,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.6,2.0,False,5.0,,,,,run_gf9t6od4
364,"[-1.5210587963194249, -0.12054947365658358, 1.2834137266664205, -0.47740577215983737, 0.19980923682366547, -0.6145646474114055, 0.7289011658812358, 0.9194957939875288, 0.6070447209134862, -0.4763101320516366, 0.7894177616272012]",1.042248609086173,"[0.2610529029182802, 0.18795517395302364, 0.09168007251319785, 0.2455972717533446, 0.27412905823514666, 0.00135296284058678, 0.169126407246951, -0.15213209597652513, -0.10925601982687132, -0.18780054755234044, -0.024666572007912363]","[-0.5, -0.25, 0, 0.25, 0.5]",1.0658195677962146,"[-1.3031887379221894, 0.04078202737393652, 1.4163902285424903, -0.2685693247226065, 0.2508833197629673, -0.2395230668338197, 0.6560808410953887, 1.2284171279401872, 0.9854770115233478, -0.16401922978371536, 1.0278322429401476]",0.0767361676747409,0.7570386140968814,Lin2015,"[0.0958543829531664, 0.3780940732917357, 0.45310148310867093, 0.11067149226695087, 0.20465881178623813, 0.10671203455803996, 0.3913875014560413, -0.08094938171922061, -0.22709461256240585, -0.22512625177913545, -0.1140897728679846]",True,"[0.26491455427502175, 0.1961676744405864, 0.1616900045040684, 0.2539303234056278, 0.06210246610482532, 0.4560239891805686, -0.0885443554048718, 0.3756264540990827, 0.4601468523380128, 0.379723610426592, 0.2898951169075884]",0.5889905532029207,5,"[-1.3990431208753558, -0.3373120459177992, 0.9632887454338196, -0.37924081698955736, 0.04622450797672917, -0.34623510139185965, 0.2646933396393474, 1.3093665096594078, 1.2125716240857536, 0.06110702199542006, 1.1419220158081322]",0.002277374267578125,0.5561023386259103,5.0,6.188902139663696,1709958199.7782712,0.6705567902312117,"[-0.02048569011031187, -0.3213003367189341, -0.39466846432349934, -0.03757674675073286, -0.22611888207240505, 0.10535642844652916, -0.4636909147945888, 0.28379050844959663, 0.4614081081605852, 0.43642937698717954, 0.2535927804013225]",0.01,"[0.466495867202644, 0.3403886600541484, 0.22091601596329952, 0.44278507316547167, 0.3101903563237434, 0.38046088343716467, 0.08589122700806516, 0.16884670777583832, 0.2795652773827489, 0.13861186163082992, 0.2177834056432187]","[-0.23949001138682915, -0.17229215459166156, -0.08236350060695541, -0.2251916285922518, -0.2569746184984708, 0.010307061418772467, -0.1617650770928575, 0.15302841499034803, 0.11473555784996804, 0.18677412327384005, 0.030628348443022143]","[0.22700585581581487, 0.16809650546248686, 0.1385525153563441, 0.21759344457321983, 0.0532157378252726, 0.39076794485593713, -0.07587385008479237, 0.32187512276618635, 0.3943008352327169, 0.32538598490466997, 0.2484117540862409]",-0.6426034847930756,0.0044803619384765625,2,0.4,1.0932197604920968,{'runtime': 4},0.8354473406574455,,,,,,,,,,,,,,5,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,10.0,False,5.0,,,,,run_vre2agtk
365,"[-1.4162161948559973, 1.104904650542964, 1.1871589721326614, -0.6575538918988442, 0.6130084958950286, -0.590792845966785]",1.267744799189353,"[0.24154690772448484, 0.3649141953574569, -0.31537688875948905, 0.25488285812084677, 0.11303081933665476, -0.003995319725749791]","[-0.5, -0.25, 0, 0.25, 0.5]",0.8681915736731024,"[-1.2016300562889335, 1.1295741178140726, 1.5892569251722926, -0.4717824978934843, 0.7889629785400507, -0.2752539426027653]",0.3000282307967296,0.6550025720542043,Lin2015,"[-0.086981637630551, 0.7182597034985165, -0.6383043299345326, -0.0722360845115464, -0.323087303958016, 0.46113168111426545]",True,"[0.351179718507467, 0.04037267565299674, 0.6580511066736735, 0.30402311299876045, 0.2879573028250119, 0.5163933886945832]",0.6072290018038782,5,"[-1.1146484186583827, 0.411314414315556, 2.227561255106825, -0.399546413381938, 1.1120502824980667, -0.7363856237170308]",0.0019998550415039062,0.6200095455943961,5.0,6.199566125869751,1709958182.6452742,0.6238210473311756,"[0.11859658648128568, -0.7815178774819875, 0.8499226083666489, 0.09052437188991014, 0.3658815348596415, -0.3433789933187691]",0.01,"[0.5153741646356963, 0.3760537523704699, 0.2440630564734965, 0.48917901151883386, 0.3426913441420776, 0.4203246454331641]","[-0.31215543254170114, -0.352691116303918, 0.13673430881749157, -0.31324860240107655, -0.17605780896524112, -0.12150098284171668]","[0.20321873209399516, 0.023362636066551933, 0.38079736529098807, 0.17593040911775729, 0.16663353517683646, 0.29882366259144744]",-1.1389196342361618,0.003931283950805664,2,0.4,0.05878202857813597,{'runtime': 4},1.1194378543624155,,,,,,,,,,,,,,5,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,5.0,False,5.0,,,,,run_rx88lu7q
366,"[-0.05646072996638138, 1.4880896011010083, -0.9342166762349048, -1.6582003796418314]",0.552841404433111,"[-0.11641644833964182, 0.04599504638136381, 0.34761011694443, 0.22618378293311853]","[-0.5, -0.25, 0, 0.25, 0.5]",0.6445253987394989,"[-0.20571001025195051, 1.405263059534246, -0.9246915140040902, -1.7328144967338643]",0.1345879911062413,0.5033724979192705,Lin2015,"[-0.33308904971832104, -0.15226376970498243, -0.4053153311036172, -0.660403122576317]",True,"[0.8001339432639085, 0.4440378351166727, -0.051064940490081666, 0.40001055695392734]",0.43319768097220546,5,"[0.12737903946637052, 1.5575268292392286, -0.519376182900473, -1.0724113741575474]",0.0021452903747558594,0.462997239962719,5.0,6.237133264541626,1709958169.5302532,0.3918074769579073,"[-0.2647788590516774, -0.213539492197226, 0.338853535970553, 0.27405280638459173]",0.01,"[0.6134147007763507, 0.4475911208106732, 0.29049160208307806, 0.5822363974899817]","[-0.04348364334698607, -0.13130538510701906, -0.3268648815522139, -0.29731105264372926]","[0.5699310574293647, 0.31628573570365415, -0.03637327946913584, 0.2849253448462524]",-0.7989649626499482,0.004036664962768555,2,0.4,-1.5510712731032377,{'runtime': 4},0.8570562248436275,,,,,,,,,,,,,,5,2,True,False,-1,Lin2015,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hypersphere,True,0.4,3.0,False,5.0,,,,,run_3a71xr07
